
 1986 atoms
 6 atom types

 0.0000000000 60.4021029306 xlo xhi
 0.0000000000 52.3097555726 ylo yhi
 0.0000000000 100.0000000000 zlo zhi
 30.2010514779 0.0000000000  0.0000000000 xy xz yz

 Masses 
 
1 95.9400000000 
2 78.9600000000 
3 78.9600000000 
4 183.8400000000 
5 78.9600000000 
6 78.9600000000 

 Atoms 
 
1 2 28.2849739573 52.3624364450 4.3444081108
2 3 28.2849739573 52.3624364450 7.4346395194
3 2 31.2047132032 53.9427916682 4.3444081108
4 3 31.2047132032 53.9427916682 7.4346395194
5 2 25.2739928613 47.4633352462 4.3444081108
6 3 25.2739928613 47.4633352462 7.4346395194
7 2 28.1937321073 49.0436904695 4.3444081108
8 3 28.1937321073 49.0436904695 7.4346395194
9 1 27.2813135970 50.7294027138 5.8895238134
10 2 31.1134713562 50.6240456979 4.3444081108
11 3 31.1134713562 50.6240456979 7.4346395194
12 1 30.2010528429 52.3097579370 5.8895238134
13 2 34.0332106021 52.2044009211 4.3444081108
14 3 34.0332106021 52.2044009211 7.4346395194
15 1 33.1207920889 53.8901131603 5.8895238134
16 2 36.9529498480 53.7847561443 4.3444081108
17 3 36.9529498480 53.7847561443 7.4346395194
18 2 22.2630117624 42.5642340527 4.3444081108
19 3 22.2630117624 42.5642340527 7.4346395194
20 2 25.1827510083 44.1445892759 4.3444081108
21 3 25.1827510083 44.1445892759 7.4346395194
22 1 24.2703324950 45.8303015151 5.8895238134
23 2 28.1024902542 45.7249444991 4.3444081108
24 3 28.1024902542 45.7249444991 7.4346395194
25 1 27.1900717409 47.4106567383 5.8895238134
26 2 31.0222295001 47.3052997223 4.3444081108
27 3 31.0222295001 47.3052997223 7.4346395194
28 1 30.1098109899 48.9910119667 5.8895238134
29 2 33.9419687490 48.8856549508 4.3444081108
30 3 33.9419687490 48.8856549508 7.4346395194
31 1 33.0295502358 50.5713671899 5.8895238134
32 2 36.8617079950 50.4660101740 4.3444081108
33 3 36.8617079950 50.4660101740 7.4346395194
34 1 35.9492894817 52.1517224131 5.8895238134
35 2 39.7814472409 52.0463653972 4.3444081108
36 3 39.7814472409 52.0463653972 7.4346395194
37 1 38.8690287276 53.7320776364 5.8895238134
38 2 42.7011864898 53.6267206257 4.3444081108
39 3 42.7011864898 53.6267206257 7.4346395194
40 2 19.2520306604 37.6651328539 4.3444081108
41 3 19.2520306604 37.6651328539 7.4346395194
42 2 22.1717699063 39.2454880772 4.3444081108
43 3 22.1717699063 39.2454880772 7.4346395194
44 1 21.2593513990 40.9312003163 5.8895238134
45 2 25.0915091552 40.8258433056 4.3444081108
46 3 25.0915091552 40.8258433056 7.4346395194
47 1 24.1790906480 42.5115555447 5.8895238134
48 2 28.0112484011 42.4061985288 4.3444081108
49 3 28.0112484011 42.4061985288 7.4346395194
50 1 27.0988298939 44.0919107680 5.8895238134
51 2 30.9309876470 43.9865537520 4.3444081108
52 3 30.9309876470 43.9865537520 7.4346395194
53 1 30.0185691398 45.6722659912 5.8895238134
54 2 33.8507268930 45.5669089752 4.3444081108
55 3 33.8507268930 45.5669089752 7.4346395194
56 1 32.9383083888 47.2526212196 5.8895238134
57 2 36.7704661419 47.1472642037 4.3444081108
58 3 36.7704661419 47.1472642037 7.4346395194
59 1 35.8580476347 48.8329764428 5.8895238134
60 2 39.6902053878 48.7276194269 4.3444081108
61 3 39.6902053878 48.7276194269 7.4346395194
62 1 38.7777868806 50.4133316660 5.8895238134
63 2 42.6099446337 50.3079746501 4.3444081108
64 3 42.6099446337 50.3079746501 7.4346395194
65 1 41.6975261265 51.9936868893 5.8895238134
66 2 45.5296838827 51.8883298786 4.3444081108
67 3 45.5296838827 51.8883298786 7.4346395194
68 1 44.6172653755 53.5740421177 5.8895238134
69 2 48.4494231286 53.4686851018 4.3444081108
70 3 48.4494231286 53.4686851018 7.4346395194
71 1 47.5370046214 55.1543973409 5.8895238134
72 2 51.3691623745 55.0490403250 4.3444081108
73 3 51.3691623745 55.0490403250 7.4346395194
74 2 16.2410495614 32.7660316604 4.3444081108
75 3 16.2410495614 32.7660316604 7.4346395194
76 2 19.1607888073 34.3463868836 4.3444081108
77 3 19.1607888073 34.3463868836 7.4346395194
78 1 18.2483703001 36.0320991228 5.8895238134
79 2 22.0805280532 35.9267421068 4.3444081108
80 3 22.0805280532 35.9267421068 7.4346395194
