
i       Angle(Deg)      l       m       p       q       Angle(Rad)      L(Ang)

0	60.0000000000	0	1	-1	1	1.0471975512	3.3200000000
1	21.7867892983	1	2	-2	3	0.3802512067	8.7838943527
2	13.1735511073	2	3	-3	5	0.2299218410	14.4715444926
3	9.4300079079	3	4	-4	7	0.1645846865	20.1947716006
4	7.3409930166	4	5	-5	9	0.1281244985	25.9300289240
5	6.0089831978	5	6	-6	11	0.1048765415	31.6707814870
6	5.0858478081	6	7	-7	13	0.0887647895	37.4144998630
7	4.4084550079	7	8	-8	15	0.0769420548	43.1600000000
8	3.8902381690	8	9	-9	17	0.0678974647	48.9066539440
9	3.4810060895	9	10	-10	19	0.0607550175	54.6540977421
10	3.1496574264	10	11	-11	21	0.0549718924	60.4021059236
11	2.8758946336	11	12	-12	23	0.0501938303	66.1505313660
12	2.6459083812	12	13	-13	25	0.0461798130	71.8992739880
13	2.4499772766	13	14	-14	27	0.0427601701	77.6482633418
14	2.2810596097	14	15	-15	29	0.0398120006	83.3974484022
15	2.1339296666	15	16	-16	31	0.0372440987	89.1467913051
16	2.0046278307	16	17	-17	33	0.0349873559	94.8962633616
17	1.8900990735	17	18	-18	35	0.0329884520	100.6458424377
18	1.7879486104	18	19	-19	37	0.0312055901	106.3955111835
19	1.6962726935	19	20	-20	39	0.0296055435	112.1452558069
20	1.6135389012	20	21	-21	41	0.0281615664	117.8950652063
21	1.5384998184	21	22	-22	43	0.0268518874	123.6449303449
22	1.4701297258	22	23	-23	45	0.0256586041	129.3948437922
23	1.4075774463	23	24	-24	47	0.0245668609	135.1447993820
24	1.3501307356	24	25	-25	49	0.0235642267	140.8947919548
25	1.2971890476	25	26	-26	51	0.0226402199	146.6448171604
26	1.2482424655	26	27	-27	53	0.0217859409	152.3948713048
27	1.2028552275	27	28	-28	55	0.0209937841	158.1449512315
28	1.1606527199	28	29	-29	57	0.0202572114	163.8950542268
29	1.1213111154	29	30	-30	59	0.0195705709	169.6451779450
30	1.0845490492	30	31	-31	61	0.0189289518	175.3953203481
31	1.0501208798	31	32	-32	63	0.0183280669	181.1454796565
32	1.0178111944	32	33	-33	65	0.0177641565	186.8956543101
33	0.9874302978	33	34	-34	67	0.0172339098	192.6458429346
34	0.9588104855	34	35	-35	69	0.0167343999	198.3960443154
35	0.9318029473	35	36	-36	71	0.0162630294	204.1462573745
36	0.9062751789	36	37	-37	73	0.0158174858	209.8964811520
37	0.8821088086	37	38	-38	75	0.0153957031	215.6467147907
38	0.8591977616	38	39	-39	77	0.0149958299	221.3969575220
39	0.8374467041	39	40	-40	79	0.0146162023	227.1472086555
40	0.8167697169	40	41	-41	81	0.0142553208	232.8974675689
41	0.7970891616	41	42	-42	83	0.0139118303	238.6477336997
42	0.7783347063	42	43	-43	85	0.0135845033	244.3980065385
43	0.7604424859	43	44	-44	87	0.0132722252	250.1482856227
44	0.7433543756	44	45	-45	89	0.0129739814	255.8985705314
45	0.7270173601	45	46	-46	91	0.0126888467	261.6488608804
46	0.7113829843	46	47	-47	93	0.0124159753	267.3991563188
47	0.6964068731	47	48	-48	95	0.0121545929	273.1494565252
48	0.6820483112	48	49	-49	97	0.0119039887	278.8997612046
49	0.6682698731	49	50	-50	99	0.0116635096	284.6500700861
50	0.6550370975	50	51	-51	101	0.0114325541	290.4003829199
51	0.6423181996	51	52	-52	103	0.0112105674	296.1506994758
52	0.6300838162	52	53	-53	105	0.0109970372	301.9010195412
53	0.6183067794	53	54	-54	107	0.0107914891	307.6513429192
54	0.6069619150	54	55	-55	109	0.0105934839	313.4016694276
55	0.5960258634	55	56	-56	111	0.0104026137	319.1519988971
56	0.5854769183	56	57	-57	113	0.0102184999	324.9023311705
57	0.5752948836	57	58	-58	115	0.0100407899	330.6526661015
58	0.5654609441	58	59	-59	117	0.0098691553	336.4030035538
59	0.5559575492	59	60	-60	119	0.0097032897	342.1533434003
60	0.5467683088	60	61	-61	121	0.0095429072	347.9036855223
61	0.5378778989	61	62	-62	123	0.0093877403	353.6540298088
62	0.5292719759	62	63	-63	125	0.0092375386	359.4043761559
63	0.5209370999	63	64	-64	127	0.0090920676	365.1547244662
64	0.5128606644	64	65	-65	129	0.0089511072	370.9050746485
65	0.5050308328	65	66	-66	131	0.0088144509	376.6554266170
66	0.4974364803	66	67	-67	133	0.0086819044	382.4057802910
67	0.4900671415	67	68	-68	135	0.0085532852	388.1561355949
68	0.4829129620	68	69	-69	137	0.0084284212	393.9064924573
69	0.4759646546	69	70	-70	139	0.0083071503	399.6568508108
70	0.4692134589	70	71	-71	141	0.0081893198	405.4072105920
71	0.4626511047	71	72	-72	143	0.0080747851	411.1575717411
72	0.4562697781	72	73	-73	145	0.0079634099	416.9079342013
73	0.4500620903	73	74	-74	147	0.0078550653	422.6582979193
74	0.4440210493	74	75	-75	149	0.0077496293	428.4086628443
75	0.4381400335	75	76	-76	151	0.0076469862	434.1590289283
76	0.4324127675	76	77	-77	153	0.0075470265	439.9093961261
77	0.4268332999	77	78	-78	155	0.0074496464	445.6597643943
78	0.4213959823	78	79	-79	157	0.0073547473	451.4101336922
79	0.4160954508	79	80	-80	159	0.0072622356	457.1605039808
80	0.4109266078	80	81	-81	161	0.0071720223	462.9108752233
81	0.4058846060	81	82	-82	163	0.0070840228	468.6612473845
82	0.4009648330	82	83	-83	165	0.0069981565	474.4116204310
83	0.3961628974	83	84	-84	167	0.0069143469	480.1619943311
84	0.3914746158	84	85	-85	169	0.0068325210	485.9123690543
85	0.3868960003	85	86	-86	171	0.0067526091	491.6627445719
86	0.3824232476	86	87	-87	173	0.0066745448	497.4131208563
87	0.3780527281	87	88	-88	175	0.0065982649	503.1634978812
88	0.3737809763	88	89	-89	177	0.0065237087	508.9138756214
89	0.3696046817	89	90	-90	179	0.0064508186	514.6642540531
90	0.3655206799	90	91	-91	181	0.0063795393	520.4146331532
91	0.3615259451	91	92	-92	183	0.0063098181	526.1650128999
92	0.3576175820	92	93	-93	185	0.0062416043	531.9153932723
93	0.3537928194	93	94	-94	187	0.0061748496	537.6657742501
94	0.3500490035	94	95	-95	189	0.0061095077	543.4161558143
95	0.3463835914	95	96	-96	191	0.0060455341	549.1665379464
96	0.3427941456	96	97	-97	193	0.0059828865	554.9169206287
97	0.3392783289	97	98	-98	195	0.0059215239	560.6673038443
98	0.3358338987	98	99	-99	197	0.0058614073	566.4176875769
99	0.3324587026	99	100	-100	199	0.0058024990	572.1680718111
100	0.3291506741	100	101	-101	201	0.0057447630	577.9184565317
101	0.3259078279	101	102	-102	203	0.0056881647	583.6688417245
102	0.3227282562	102	103	-103	205	0.0056326707	589.4192273756
103	0.3196101251	103	104	-104	207	0.0055782490	595.1696134717
104	0.3165516706	104	105	-105	209	0.0055248689	600.9200000000
105	0.3135511959	105	106	-106	211	0.0054725007	606.6703869483
106	0.3106070677	106	107	-107	213	0.0054211160	612.4207743047
107	0.3077177136	107	108	-108	215	0.0053706873	618.1711620579
108	0.3048816191	108	109	-109	217	0.0053211881	623.9215501968
109	0.3020973250	109	110	-110	219	0.0052725930	629.6719387109
110	0.2993634251	110	111	-111	221	0.0052248774	635.4223275901
111	0.2966785634	111	112	-112	223	0.0051780178	641.1727168244
112	0.2940414322	112	113	-113	225	0.0051319911	646.9231064045
113	0.2914507700	113	114	-114	227	0.0050867755	652.6734963211
114	0.2889053593	114	115	-115	229	0.0050423497	658.4238865655
115	0.2864040246	115	116	-116	231	0.0049986932	664.1742771291
116	0.2839456311	116	117	-117	233	0.0049557862	669.9246680038
117	0.2815290823	117	118	-118	235	0.0049136094	675.6750591816
118	0.2791533189	118	119	-119	237	0.0048721445	681.4254506547
119	0.2768173170	119	120	-120	239	0.0048313736	687.1758424159
120	0.2745200867	120	121	-121	241	0.0047912794	692.9262344579
121	0.2722606706	121	122	-122	243	0.0047518451	698.6766267738
122	0.2700381428	122	123	-123	245	0.0047130547	704.4270193569
123	0.2678516071	123	124	-124	247	0.0046748925	710.1774122006
124	0.2657001963	124	125	-125	249	0.0046373432	715.9278052988
125	0.2635830708	125	126	-126	251	0.0046003924	721.6781986454
126	0.2614994174	126	127	-127	253	0.0045640258	727.4285922343
127	0.2594484486	127	128	-128	255	0.0045282297	733.1789860600
128	0.2574294014	128	129	-129	257	0.0044929906	738.9293801169
129	0.2554415362	129	130	-130	259	0.0044582959	744.6797743997
130	0.2534841362	130	131	-131	261	0.0044241328	750.4301689031
131	0.2515565064	131	132	-132	263	0.0043904893	756.1805636222
132	0.2496579727	132	133	-133	265	0.0043573536	761.9309585520
133	0.2477878814	133	134	-134	267	0.0043247144	767.6813536878
134	0.2459455980	134	135	-135	269	0.0042925605	773.4317490251
135	0.2441305068	135	136	-136	271	0.0042608811	779.1821445593
136	0.2423420103	136	137	-137	273	0.0042296660	784.9325402861
137	0.2405795282	137	138	-138	275	0.0041989049	790.6829362014
138	0.2388424969	138	139	-139	277	0.0041685880	796.4333323010
139	0.2371303692	139	140	-140	279	0.0041387057	802.1837285809
140	0.2354426134	140	141	-141	281	0.0041092488	807.9341250374
141	0.2337787126	141	142	-142	283	0.0040802083	813.6845216667
142	0.2321381647	142	143	-143	285	0.0040515753	819.4349184652
143	0.2305204816	143	144	-144	287	0.0040233414	825.1853154292
144	0.2289251884	144	145	-145	289	0.0039954983	830.9357125554
145	0.2273518235	145	146	-146	291	0.0039680379	836.6861098405
146	0.2257999380	146	147	-147	293	0.0039409524	842.4365072811
147	0.2242690948	147	148	-148	295	0.0039142341	848.1869048742
148	0.2227588691	148	149	-149	297	0.0038878757	853.9373026165
149	0.2212688469	149	150	-150	299	0.0038618699	859.6877005052
150	0.2197986256	150	151	-151	301	0.0038362097	865.4380985374
151	0.2183478131	151	152	-152	303	0.0038108883	871.1884967101
152	0.2169160276	152	153	-153	305	0.0037858989	876.9388950206
153	0.2155028972	153	154	-154	307	0.0037612351	882.6892934663
154	0.2141080597	154	155	-155	309	0.0037368906	888.4396920444
155	0.2127311622	155	156	-156	311	0.0037128592	894.1900907525
156	0.2113718608	156	157	-157	313	0.0036891349	899.9404895881
157	0.2100298202	157	158	-158	315	0.0036657119	905.6908885486
158	0.2087047139	158	159	-159	317	0.0036425844	911.4412876318
159	0.2073962232	159	160	-160	319	0.0036197470	917.1916868354
160	0.2061040377	160	161	-161	321	0.0035971941	922.9420861571
161	0.2048278545	161	162	-162	323	0.0035749205	928.6924855947
162	0.2035673780	162	163	-163	325	0.0035529210	934.4428851460
163	0.2023223202	163	164	-164	327	0.0035311906	940.1932848090
164	0.2010923998	164	165	-165	329	0.0035097245	945.9436845817
165	0.1998773425	165	166	-166	331	0.0034885177	951.6940844620
166	0.1986768804	166	167	-167	333	0.0034675657	957.4444844481
167	0.1974907521	167	168	-168	335	0.0034468639	963.1948845379
168	0.1963187024	168	169	-169	337	0.0034264077	968.9452847297
169	0.1951604823	169	170	-170	339	0.0034061930	974.6956850217
170	0.1940158482	170	171	-171	341	0.0033862154	980.4460854121
171	0.1928845626	171	172	-172	343	0.0033664707	986.1964858992
172	0.1917663933	172	173	-173	345	0.0033469550	991.9468864813
173	0.1906611135	173	174	-174	347	0.0033276642	997.6972871568
174	0.1895685017	174	175	-175	349	0.0033085945	1003.4476879240
175	0.1884883413	175	176	-176	351	0.0032897422	1009.1980887814
